answer	score	topic	URI
Фредди Меркьюри	0.146	гитарист	http://www.wikidata.org/entity/Q15869
Том Каулитц	0.125	гитарист	http://www.wikidata.org/entity/Q1622098
Круспе, Рихард	0.104	гитарист	http://www.wikidata.org/entity/Q77040
Ривер Феникс	0.083	гитарист	http://www.wikidata.org/entity/Q106514
Джаред Лето	-0.021	гитарист	http://www.wikidata.org/entity/Q484523
Джесси Племонс	-0.062	гитарист	http://www.wikidata.org/entity/Q1138674
Ландерс, Пауль	-0.064	гитарист	http://www.wikidata.org/entity/Q165644
Томми Ли	-0.067	гитарист	http://www.wikidata.org/entity/Q331748
Шура Би-2	-0.067	гитарист	http://www.wikidata.org/entity/Q4527923
Пол Беттани	-0.239	гитарист	http://www.wikidata.org/entity/Q242707
Майков, Павел Сергеевич	-0.362	гитарист	http://www.wikidata.org/entity/Q3656891
Джонни Депп	-0.417	гитарист	http://www.wikidata.org/entity/Q37175
Тейлор Свифт	-0.447	гитарист	http://www.wikidata.org/entity/Q26876
Сергей Безруков	-0.625	гитарист	http://www.wikidata.org/entity/Q473580
Адам Сэндлер	-0.689	гитарист	http://www.wikidata.org/entity/Q132952
Микеланджело	0.766	итальянцы	http://www.wikidata.org/entity/Q5592
Сандро Боттичелли	0.500	итальянцы	http://www.wikidata.org/entity/Q5669
Рафаэль Санти	0.181	итальянцы	http://www.wikidata.org/entity/Q5597
Данте Габриэль Россетти	0.104	итальянцы	http://www.wikidata.org/entity/Q186748
Тарчизио Бертоне	0.094	итальянцы	http://www.wikidata.org/entity/Q44383
Донателло	0.094	итальянцы	http://www.wikidata.org/entity/Q37562
Караваджо	0.031	итальянцы	http://www.wikidata.org/entity/Q42207
Луиджи	0.010	итальянцы	http://www.wikidata.org/entity/Q210593
итальянская кухня	-0.146	итальянцы	http://www.wikidata.org/entity/Q192786
Франциск Ассизский	-0.202	итальянцы	http://www.wikidata.org/entity/Q676555
Семья Аньелли	-0.219	итальянцы	http://www.wikidata.org/entity/Q21055394
Майкл Империоли	-0.292	итальянцы	http://www.wikidata.org/entity/Q317358
Марио	-0.448	итальянцы	http://www.wikidata.org/entity/Q12379
Австралия	-0.896	итальянцы	http://www.wikidata.org/entity/Q408
Быстрее пули	0.548	боевик	http://www.wikidata.org/entity/Q99900595
Не время умирать	0.438	боевик	http://www.wikidata.org/entity/Q21534241
Топ Ган: Мэверик	0.302	боевик	http://www.wikidata.org/entity/Q31202708
Лучший стрелок	0.287	боевик	http://www.wikidata.org/entity/Q110138
Мстители: Финал	0.260	боевик	http://www.wikidata.org/entity/Q23781155
Бэтмен	0.167	боевик	http://www.wikidata.org/entity/Q61117344
King's Man: Начало	0.147	боевик	http://www.wikidata.org/entity/Q61633664
Чёрная пантера: Ваканда навеки	0.021	боевик	http://www.wikidata.org/entity/Q54860489
Стражи Галактики. Часть 3	-0.010	боевик	http://www.wikidata.org/entity/Q29226331
Капитан Марвел 2	-0.062	боевик	http://www.wikidata.org/entity/Q89474225
Человек-паук: Вдали от дома	-0.073	боевик	http://www.wikidata.org/entity/Q27985819
Тор: Любовь и гром	-0.075	боевик	http://www.wikidata.org/entity/Q65768604
Человек-паук: Нет пути домой	-0.146	боевик	http://www.wikidata.org/entity/Q68934496
Доктор Стрэндж: В мультивселенной безумия	-0.250	боевик	http://www.wikidata.org/entity/Q64211112
Аватар: Путь воды	-0.292	боевик	http://www.wikidata.org/entity/Q3604746
Вечные	-0.323	боевик	http://www.wikidata.org/entity/Q23894629
Кинематографическая вселенная Marvel	-0.375	боевик	http://www.wikidata.org/entity/Q642878
Мир юрского периода: Господство	-0.547	боевик	http://www.wikidata.org/entity/Q55178974
Чемпион мира	0.562	спортивный фильм	http://www.wikidata.org/entity/Q65154506
Лёд 2	0.562	спортивный фильм	http://www.wikidata.org/entity/Q63842704
Прорваться в НБА	0.438	спортивный фильм	http://www.wikidata.org/entity/Q103377646
Человек, который изменил всё	0.292	спортивный фильм	http://www.wikidata.org/entity/Q221820
Гонка	0.271	спортивный фильм	http://www.wikidata.org/entity/Q1768437
Время побеждать: Расцвет династии Лейкерс	0.229	спортивный фильм	http://www.wikidata.org/entity/Q106322463
Гонки «Пушечное ядро»	0.104	спортивный фильм	http://www.wikidata.org/entity/Q759359
На гребне волны	0.067	спортивный фильм	http://www.wikidata.org/entity/Q1146552
Огненные колесницы	-0.044	спортивный фильм	http://www.wikidata.org/entity/Q207921
Джерри Магуайер	-0.062	спортивный фильм	http://www.wikidata.org/entity/Q329131
Дангал	-0.083	спортивный фильм	http://www.wikidata.org/entity/Q20762668
Ход королевы	-0.229	спортивный фильм	http://www.wikidata.org/entity/Q85808226
Дни грома	-0.289	спортивный фильм	http://www.wikidata.org/entity/Q603696
Охотник на лис	-0.292	спортивный фильм	http://www.wikidata.org/entity/Q5477105
Борьба с моей семьёй	-0.333	спортивный фильм	http://www.wikidata.org/entity/Q28840410
Космический джем 2: Новое поколение	-0.354	спортивный фильм	http://www.wikidata.org/entity/Q56850065
Чудаки 3D	-0.438	спортивный фильм	http://www.wikidata.org/entity/Q1066098
Король Ричард	-0.444	спортивный фильм	http://www.wikidata.org/entity/Q84203429
Мария Юрьевна Шарапова	0.542	теннисист	http://www.wikidata.org/entity/Q11666
Новак Джокович	0.375	теннисист	http://www.wikidata.org/entity/Q5812
Рафаэль Надаль	0.333	теннисист	http://www.wikidata.org/entity/Q10132
Борис Беккер	0.146	теннисист	http://www.wikidata.org/entity/Q76334
Марат Мубинович Сафин	0.125	теннисист	http://www.wikidata.org/entity/Q133318
Роджер Федерер	0.083	теннисист	http://www.wikidata.org/entity/Q1426
Даниил Сергеевич Медведев	0.062	теннисист	http://www.wikidata.org/entity/Q21622022
Александр Александрович Зверев	0.000	теннисист	http://www.wikidata.org/entity/Q13990552
Анна Сергеевна Курникова	0.000	теннисист	http://www.wikidata.org/entity/Q131120
Серена Уильямс	-0.062	теннисист	http://www.wikidata.org/entity/Q11459
Андре Агасси	-0.062	теннисист	http://www.wikidata.org/entity/Q7407
Джон Макинрой	-0.146	теннисист	http://www.wikidata.org/entity/Q16474
Штеффи Граф	-0.146	теннисист	http://www.wikidata.org/entity/Q11662
Винус Уильямс	-0.188	теннисист	http://www.wikidata.org/entity/Q11578
Энди Маррей	-0.208	теннисист	http://www.wikidata.org/entity/Q10125
Георг VI	-0.854	теннисист	http://www.wikidata.org/entity/Q280856
Total War: Three Kingdoms	0.479	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q48928832
Total War Saga: Thrones of Britannia	0.375	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q52239827
Clash of Clans	0.354	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q13399098
Warhammer 40,000: Dawn of War III	0.312	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q24032098
World of Tanks Blitz	0.250	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q16273519
Sid Meier’s Pirates!	0.152	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q1272466
X-COM	0.065	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q578544
X-COM: UFO Defense	0.062	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q1261715
Mount & Blade II: Bannerlord	0.062	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q18361009
Sid Meier's Pirates!	0.062	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q2096756
стратегия в реальном времени	-0.042	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q208189
Clash Royale	-0.065	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q22095476
Neighbours from Hell	-0.104	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q905308
Empire of Sin	-0.104	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q64945366
Worms	-0.167	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q7903060
Honkai: Star Rail	-0.188	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q108896777
глобальная стратегия	-0.370	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q603555
Как достать соседа 2: Адские каникулы	-0.417	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q684690
Тамагочи	-0.729	компьютерная стратегическая игра	http://www.wikidata.org/entity/Q207786
Клара Цеткин	0.479	борец за права женщин	http://www.wikidata.org/entity/Q75823
Элеонора Рузвельт	0.304	борец за права женщин	http://www.wikidata.org/entity/Q83396
Глория Стейнем	0.298	борец за права женщин	http://www.wikidata.org/entity/Q231178
Вирджиния Вулф	0.229	борец за права женщин	http://www.wikidata.org/entity/Q40909
Мария Шрайвер	0.104	борец за права женщин	http://www.wikidata.org/entity/Q230654
Александра Михайловна Коллонтай	0.062	борец за права женщин	http://www.wikidata.org/entity/Q179558
Шварцер, Алиса	0.042	борец за права женщин	http://www.wikidata.org/entity/Q62919
Валери Соланас	0.000	борец за права женщин	http://www.wikidata.org/entity/Q11093
Варис Дирие	-0.042	борец за права женщин	http://www.wikidata.org/entity/Q78644
Форд, Бетти	-0.042	борец за права женщин	http://www.wikidata.org/entity/Q213122
Линда Лавлейс	-0.083	борец за права женщин	http://www.wikidata.org/entity/Q407
Картер, Розалин	-0.085	борец за права женщин	http://www.wikidata.org/entity/Q219353
Гудрун Энслин	-0.146	борец за права женщин	http://www.wikidata.org/entity/Q65123
Эва Перон	-0.156	борец за права женщин	http://www.wikidata.org/entity/Q40933
Софья Перовская	-0.170	борец за права женщин	http://www.wikidata.org/entity/Q1823663
Бхимрао Рамджи Амбедкар	-0.261	борец за права женщин	http://www.wikidata.org/entity/Q231690
Фридрих Энгельс	-0.565	борец за права женщин	http://www.wikidata.org/entity/Q34787
Сергей Павлович Королёв	0.708	учёный	http://www.wikidata.org/entity/Q170842
Галилео Галилей	0.646	учёный	http://www.wikidata.org/entity/Q307
Михаил Васильевич Ломоносов	0.604	учёный	http://www.wikidata.org/entity/Q58720
Леонард Эйлер	0.271	учёный	http://www.wikidata.org/entity/Q7604
Макс Борн	0.229	учёный	http://www.wikidata.org/entity/Q58978
Леонардо да Винчи	0.208	учёный	http://www.wikidata.org/entity/Q762
Александр фон Гумбольдт	0.125	учёный	http://www.wikidata.org/entity/Q6694
Валентина Николаевна Тазекенова	0.104	учёный	http://www.wikidata.org/entity/Q61585334
наука	0.021	учёный	http://www.wikidata.org/entity/Q336
Лог, Лайонел	-0.042	учёный	http://www.wikidata.org/entity/Q439693
научный метод	-0.042	учёный	http://www.wikidata.org/entity/Q46857
Иган Спенглер	-0.042	учёный	http://www.wikidata.org/entity/Q2602422
Доктор	-0.250	учёный	http://www.wikidata.org/entity/Q34358
Франкенштейн, или Современный Прометей	-0.271	учёный	http://www.wikidata.org/entity/Q150827
Тринадцатый Доктор	-0.292	учёный	http://www.wikidata.org/entity/Q33085422
Зак Снайдер	-0.292	учёный	http://www.wikidata.org/entity/Q139890
Юрий Михайлович Лужков	-0.417	учёный	http://www.wikidata.org/entity/Q156379
Операция «Скрепка»	-0.417	учёный	http://www.wikidata.org/entity/Q444698
Человек-паук	-0.854	учёный	http://www.wikidata.org/entity/Q79037
Фрэнк Синатра	0.573	джазмен	http://www.wikidata.org/entity/Q40912
Дин Мартин	0.312	джазмен	http://www.wikidata.org/entity/Q215359
Куинси Джонс	0.292	джазмен	http://www.wikidata.org/entity/Q193645
Фил Коллинз	0.198	джазмен	http://www.wikidata.org/entity/Q144622
Эрик Клэптон	0.146	джазмен	http://www.wikidata.org/entity/Q48187
Чарли Уоттс	0.140	джазмен	http://www.wikidata.org/entity/Q216051
Эми Уайнхаус	0.073	джазмен	http://www.wikidata.org/entity/Q15897
Барбра Стрейзанд	-0.073	джазмен	http://www.wikidata.org/entity/Q4636
Сергей Анатольевич Курёхин	-0.097	джазмен	http://www.wikidata.org/entity/Q118233
Вигго Мортенсен	-0.104	джазмен	http://www.wikidata.org/entity/Q171363
Докери, Мишель	-0.188	джазмен	http://www.wikidata.org/entity/Q259760
Вуди Аллен	-0.229	джазмен	http://www.wikidata.org/entity/Q25089
Эмин	-0.333	джазмен	http://www.wikidata.org/entity/Q983419
Пхумипон Адульядет	-0.438	джазмен	http://www.wikidata.org/entity/Q855252
Клинт Иствуд	-0.490	джазмен	http://www.wikidata.org/entity/Q43203
Альдо Гуччи	0.750	модельер	http://www.wikidata.org/entity/Q16012440
Гуччи, Гуччо	0.708	модельер	http://www.wikidata.org/entity/Q714126
Акшата Мурти	0.156	модельер	http://www.wikidata.org/entity/Q22997426
Хайди Клум	0.125	модельер	http://www.wikidata.org/entity/Q60036
Кортни Кардашян	0.089	модельер	http://www.wikidata.org/entity/Q575689
Кайли Дженнер	0.083	модельер	http://www.wikidata.org/entity/Q1770624
Ким Кардашьян	0.062	модельер	http://www.wikidata.org/entity/Q186304
Кайя Гербер	0.021	модельер	http://www.wikidata.org/entity/Q22673974
Сиенна Миллер	-0.062	модельер	http://www.wikidata.org/entity/Q193458
Билл Каулитц	-0.133	модельер	http://www.wikidata.org/entity/Q155041
Канье Уэст	-0.167	модельер	http://www.wikidata.org/entity/Q15935
Хилари Дафф	-0.271	модельер	http://www.wikidata.org/entity/Q122020
Руни Мара	-0.271	модельер	http://www.wikidata.org/entity/Q228766
Дженнифер Лопес	-0.289	модельер	http://www.wikidata.org/entity/Q40715
Милла Йовович	-0.375	модельер	http://www.wikidata.org/entity/Q170576
Эшли Байден	-0.438	модельер	http://www.wikidata.org/entity/Q97588420
Гладиатор	0.625	исторический фильм	http://www.wikidata.org/entity/Q128518
Екатерина	0.375	исторический фильм	http://www.wikidata.org/entity/Q2941802
Последняя дуэль	0.312	исторический фильм	http://www.wikidata.org/entity/Q85000980
Король Англии	0.271	исторический фильм	http://www.wikidata.org/entity/Q54801155
Страсти Христовы	0.271	исторический фильм	http://www.wikidata.org/entity/Q51668
Сердце Пармы	0.229	исторический фильм	http://www.wikidata.org/entity/Q55659358
Операция «Валькирия»	0.213	исторический фильм	http://www.wikidata.org/entity/Q159054
Варяг	0.196	исторический фильм	http://www.wikidata.org/entity/Q87126244
Царство небесное	0.191	исторический фильм	http://www.wikidata.org/entity/Q207698
Союз спасения	0.085	исторический фильм	http://www.wikidata.org/entity/Q53704963
Унесённые ветром	0.021	исторический фильм	http://www.wikidata.org/entity/Q2875
Оппенгеймер	-0.042	исторический фильм	http://www.wikidata.org/entity/Q108839994
Оливер Рид	-0.042	исторический фильм	http://www.wikidata.org/entity/Q313588
Мидуэй	-0.043	исторический фильм	http://www.wikidata.org/entity/Q56551019
Амстердам	-0.146	исторический фильм	http://www.wikidata.org/entity/Q104830968
Чемпион мира	-0.191	исторический фильм	http://www.wikidata.org/entity/Q65154506
Бункер	-0.229	исторический фильм	http://www.wikidata.org/entity/Q152857
Дерек Джейкоби	-0.250	исторический фильм	http://www.wikidata.org/entity/Q256164
Тринадцать жизней	-0.250	исторический фильм	http://www.wikidata.org/entity/Q105962844
Томас Сангстер	-0.383	исторический фильм	http://www.wikidata.org/entity/Q312531
Лодка	-0.396	исторический фильм	http://www.wikidata.org/entity/Q62730
Блондинка	-0.812	исторический фильм	http://www.wikidata.org/entity/Q66823622
многолетние растения	0.542	растения	http://www.wikidata.org/entity/Q157957
семенные растения	0.458	растения	http://www.wikidata.org/entity/Q25814
ботаника	0.396	растения	http://www.wikidata.org/entity/Q441
флора	0.333	растения	http://www.wikidata.org/entity/Q131449
вечнозелёные растения	0.312	растения	http://www.wikidata.org/entity/Q190489
подсолнечник однолетний	0.283	растения	http://www.wikidata.org/entity/Q171497
анис обыкновенный	0.208	растения	http://www.wikidata.org/entity/Q28692
полезное растение	0.167	растения	http://www.wikidata.org/entity/Q11992872
сосудистые растения	0.125	растения	http://www.wikidata.org/entity/Q27133
листопадные растения	0.125	растения	http://www.wikidata.org/entity/Q1131316
насекомоядные растения	0.104	растения	http://www.wikidata.org/entity/Q18240
мохообразные	-0.022	растения	http://www.wikidata.org/entity/Q29993
C4-фотосинтез	-0.042	растения	http://www.wikidata.org/entity/Q283604
корень	-0.130	растения	http://www.wikidata.org/entity/Q41500
список галлюциногенных растений	-0.196	растения	http://www.wikidata.org/entity/Q3253234
амарантовые	-0.312	растения	http://www.wikidata.org/entity/Q155931
Флавоноиды	-0.333	растения	http://www.wikidata.org/entity/Q3561192
грибы	-0.438	растения	http://www.wikidata.org/entity/Q764
фураж	-0.750	растения	http://www.wikidata.org/entity/Q13377214
слон	-0.833	растения	http://www.wikidata.org/entity/Q7378
Рихард Вагнер	0.417	пианист	http://www.wikidata.org/entity/Q1511
Сергей Борисович Кузнецов	0.292	пианист	http://www.wikidata.org/entity/Q4245064
Пол Маккартни	0.292	пианист	http://www.wikidata.org/entity/Q2599
Джон Леннон	0.250	пианист	http://www.wikidata.org/entity/Q1203
Брайан Мэй	0.191	пианист	http://www.wikidata.org/entity/Q15873
Фредди Меркьюри	0.188	пианист	http://www.wikidata.org/entity/Q15869
Джон Бон Джови	0.149	пианист	http://www.wikidata.org/entity/Q150916
Крис Корнелл	0.146	пианист	http://www.wikidata.org/entity/Q270935
Ленни Кравиц	0.083	пианист	http://www.wikidata.org/entity/Q180224
Том Каулитц	0.000	пианист	http://www.wikidata.org/entity/Q1622098
Дэвид Боуи	-0.062	пианист	http://www.wikidata.org/entity/Q5383
Тейлор Свифт	-0.188	пианист	http://www.wikidata.org/entity/Q26876
Джейми Фокс	-0.213	пианист	http://www.wikidata.org/entity/Q171905
Фли	-0.229	пианист	http://www.wikidata.org/entity/Q202859
Джаред Лето	-0.271	пианист	http://www.wikidata.org/entity/Q484523
Бенедикт XVI	-0.417	пианист	http://www.wikidata.org/entity/Q2494
Алла Пугачёва	-0.625	пианист	http://www.wikidata.org/entity/Q80510
Друзья	0.760	комедийный телесериал	http://www.wikidata.org/entity/Q79784
Симпсоны	0.500	комедийный телесериал	http://www.wikidata.org/entity/Q886
Кухня	0.469	комедийный телесериал	http://www.wikidata.org/entity/Q4249828
Чудаки	0.438	комедийный телесериал	http://www.wikidata.org/entity/Q465616
Бесстыжие	0.312	комедийный телесериал	http://www.wikidata.org/entity/Q23599
Уэнздей	0.052	комедийный телесериал	http://www.wikidata.org/entity/Q105553568
Большая маленькая ложь	0.021	комедийный телесериал	http://www.wikidata.org/entity/Q19873404
Каскадёры	-0.052	комедийный телесериал	http://www.wikidata.org/entity/Q2659146
ситком	-0.052	комедийный телесериал	http://www.wikidata.org/entity/Q170238
Звёздный путь: Вундеркинды	-0.073	комедийный телесериал	http://www.wikidata.org/entity/Q65250765
Мисс Марвел	-0.094	комедийный телесериал	http://www.wikidata.org/entity/Q84712813
Звёздный путь: Нижние палубы	-0.188	комедийный телесериал	http://www.wikidata.org/entity/Q62573569
Убийства в одном здании	-0.260	комедийный телесериал	http://www.wikidata.org/entity/Q104007235
Миротворец	-0.333	комедийный телесериал	http://www.wikidata.org/entity/Q101089777
Сверхъестественное	-0.354	комедийный телесериал	http://www.wikidata.org/entity/Q130585
Звёздные войны: Войны клонов	-0.375	комедийный телесериал	http://www.wikidata.org/entity/Q632672
The Transformers	-0.521	комедийный телесериал	http://www.wikidata.org/entity/Q602883
Рёйсдал, Якоб ван	0.333	пейзажист	http://www.wikidata.org/entity/Q213612
Райт, Джозеф	0.146	пейзажист	http://www.wikidata.org/entity/Q214062
Уильям Тёрнер	0.136	пейзажист	http://www.wikidata.org/entity/Q159758
Карус, Карл Густав	0.125	пейзажист	http://www.wikidata.org/entity/Q61987
Черч, Фредерик Эдвин	0.104	пейзажист	http://www.wikidata.org/entity/Q366212
Томас Гейнсборо	0.083	пейзажист	http://www.wikidata.org/entity/Q192720
Эмиль Якоб Шиндлер	0.068	пейзажист	http://www.wikidata.org/entity/Q670922
Констебл, Джон	0.000	пейзажист	http://www.wikidata.org/entity/Q159297
Попков, Виктор Ефимович	-0.021	пейзажист	http://www.wikidata.org/entity/Q2585935
Фриц Макензен	-0.104	пейзажист	http://www.wikidata.org/entity/Q448400
Каспар Давид Фридрих	-0.114	пейзажист	http://www.wikidata.org/entity/Q104884
Николсон, Уильям	-0.188	пейзажист	http://www.wikidata.org/entity/Q2066520
пейзаж	-0.208	пейзажист	http://www.wikidata.org/entity/Q191163
Джон Мартин	-0.386	пейзажист	http://www.wikidata.org/entity/Q937096
Титаник	0.854	романтический фильм	http://www.wikidata.org/entity/Q44578
Унесённые ветром	0.667	романтический фильм	http://www.wikidata.org/entity/Q2875
Шторм любви	0.312	романтический фильм	http://www.wikidata.org/entity/Q25128
Русалочка	0.292	романтический фильм	http://www.wikidata.org/entity/Q24357415
Вестсайдская история	0.250	романтический фильм	http://www.wikidata.org/entity/Q63643994
После. Глава 2	0.208	романтический фильм	http://www.wikidata.org/entity/Q66498260
Девушка из Дании	0.146	романтический фильм	http://www.wikidata.org/entity/Q19347583
Звезда родилась	0.146	романтический фильм	http://www.wikidata.org/entity/Q3286391
Французский вестник	0.083	романтический фильм	http://www.wikidata.org/entity/Q59551547
После. Глава 4	0.062	романтический фильм	http://www.wikidata.org/entity/Q105807115
После. Глава 3	0.021	романтический фильм	http://www.wikidata.org/entity/Q105807015
Умница Уилл Хантинг	0.000	романтический фильм	http://www.wikidata.org/entity/Q193835
Зачарованная 2	-0.042	романтический фильм	http://www.wikidata.org/entity/Q27121159
Отель «Гранд Будапешт»	-0.146	романтический фильм	http://www.wikidata.org/entity/Q3521099
365 дней: этот день	-0.167	романтический фильм	http://www.wikidata.org/entity/Q111526671
По соображениям совести	-0.188	романтический фильм	http://www.wikidata.org/entity/Q21010856
Горбатая гора	-0.229	романтический фильм	http://www.wikidata.org/entity/Q160618
Лучший стрелок	-0.312	романтический фильм	http://www.wikidata.org/entity/Q110138
Дивергент, глава 2: Инсургент	-0.354	романтический фильм	http://www.wikidata.org/entity/Q16997069
Парень-каратист	-0.458	романтический фильм	http://www.wikidata.org/entity/Q846679
Город астероидов	-0.479	романтический фильм	http://www.wikidata.org/entity/Q108086029
Парень-каратист 3	-0.667	романтический фильм	http://www.wikidata.org/entity/Q1586077
Пиноккио	0.421	детский фильм	http://www.wikidata.org/entity/Q105482844
Один дома	0.365	детский фильм	http://www.wikidata.org/entity/Q105031
История игрушек 4	0.312	детский фильм	http://www.wikidata.org/entity/Q18517638
Гарри Поттер и философский камень	0.250	детский фильм	http://www.wikidata.org/entity/Q102438
Гарри Поттер и тайная комната	0.250	детский фильм	http://www.wikidata.org/entity/Q102244
Гринч — похититель Рождества	0.177	детский фильм	http://www.wikidata.org/entity/Q131864
Миньоны	0.168	детский фильм	http://www.wikidata.org/entity/Q13619743
Чарли и шоколадная фабрика	0.146	детский фильм	http://www.wikidata.org/entity/Q218235
Гарри Поттер и Кубок огня	0.021	детский фильм	http://www.wikidata.org/entity/Q102225
Гарри Поттер и Орден Феникса	-0.010	детский фильм	http://www.wikidata.org/entity/Q102235
Гарри Поттер и узник Азкабана	-0.021	детский фильм	http://www.wikidata.org/entity/Q102448
Эмиль из Лённеберги	-0.284	детский фильм	http://www.wikidata.org/entity/Q557990
Космический джем 2: Новое поколение	-0.323	детский фильм	http://www.wikidata.org/entity/Q56850065
Бесконечная история	-0.458	детский фильм	http://www.wikidata.org/entity/Q316555
Унесённые призраками	-0.500	детский фильм	http://www.wikidata.org/entity/Q155653
Фантастические твари и где они обитают	-0.604	детский фильм	http://www.wikidata.org/entity/Q18199330
На Западном фронте без перемен	0.792	военный фильм	http://www.wikidata.org/entity/Q108837349
Война	0.604	военный фильм	http://www.wikidata.org/entity/Q866673
Солнцепёк	0.375	военный фильм	http://www.wikidata.org/entity/Q108129779
Апокалипсис сегодня	0.227	военный фильм	http://www.wikidata.org/entity/Q182692
Битва при Чосинском водохранилище II	0.208	военный фильм	http://www.wikidata.org/entity/Q110795632
Дюнкерк	0.188	военный фильм	http://www.wikidata.org/entity/Q21935651
Бесславные ублюдки	0.125	военный фильм	http://www.wikidata.org/entity/Q153723
Бункер	0.125	военный фильм	http://www.wikidata.org/entity/Q152857
Союз спасения	0.000	военный фильм	http://www.wikidata.org/entity/Q53704963
Переводчик	-0.125	военный фильм	http://www.wikidata.org/entity/Q110819073
Лодка	-0.188	военный фильм	http://www.wikidata.org/entity/Q62730
Неудержимые 4	-0.188	военный фильм	http://www.wikidata.org/entity/Q108813842
Планета обезьян: Война	-0.227	военный фильм	http://www.wikidata.org/entity/Q19938437
Первый мститель	-0.229	военный фильм	http://www.wikidata.org/entity/Q275120
Унесённые ветром	-0.271	военный фильм	http://www.wikidata.org/entity/Q2875
Чудо-женщина 1984	-0.292	военный фильм	http://www.wikidata.org/entity/Q33408623
Изгой-один. Звёздные войны: Истории	-0.295	военный фильм	http://www.wikidata.org/entity/Q19590955
Чудо-женщина	-0.432	военный фильм	http://www.wikidata.org/entity/Q20502242
Голодные игры: Сойка-пересмешница. Часть 2	-0.458	военный фильм	http://www.wikidata.org/entity/Q10307713
Assassin’s Creed Valhalla	0.229	однопользовательская игра	http://www.wikidata.org/entity/Q92464687
God of War Ragnarök	0.188	однопользовательская игра	http://www.wikidata.org/entity/Q99397916
The Last of Us Part II	0.146	однопользовательская игра	http://www.wikidata.org/entity/Q27950674
Call of Duty: Modern Warfare	0.083	однопользовательская игра	http://www.wikidata.org/entity/Q64083878
Resident Evil	0.083	однопользовательская игра	http://www.wikidata.org/entity/Q1248594
God of War	0.083	однопользовательская игра	http://www.wikidata.org/entity/Q390137
Call of Duty 4: Modern Warfare	0.000	однопользовательская игра	http://www.wikidata.org/entity/Q76255
Uncharted: Drake’s Fortune	0.000	однопользовательская игра	http://www.wikidata.org/entity/Q17150
Grand Theft Auto V	-0.021	однопользовательская игра	http://www.wikidata.org/entity/Q17452
Poppy Playtime	-0.021	однопользовательская игра	http://www.wikidata.org/entity/Q109278524
Elden Ring	-0.022	однопользовательская игра	http://www.wikidata.org/entity/Q64826862
Need for Speed: Hot Pursuit	-0.042	однопользовательская игра	http://www.wikidata.org/entity/Q837931
The Secret of Monkey Island	-0.083	однопользовательская игра	http://www.wikidata.org/entity/Q179247
Call of Duty	-0.089	однопользовательская игра	http://www.wikidata.org/entity/Q192156
Call of Duty: Modern Warfare II	-0.104	однопользовательская игра	http://www.wikidata.org/entity/Q110206584
Call of Duty: Black Ops Cold War	-0.167	однопользовательская игра	http://www.wikidata.org/entity/Q98514334
Call of Duty: Vanguard	-0.289	однопользовательская игра	http://www.wikidata.org/entity/Q108054772
Сара Чатто	0.385	художник	http://www.wikidata.org/entity/Q1040807
Иоганн Вольфганг фон Гёте	0.354	художник	http://www.wikidata.org/entity/Q5879
Вигго Мортенсен	0.344	художник	http://www.wikidata.org/entity/Q171363
Андрей Васильевич Мягков	0.302	художник	http://www.wikidata.org/entity/Q502651
Альберт Саксен-Кобург-Готский	0.292	художник	http://www.wikidata.org/entity/Q152245
Тася ван Ри	0.181	художник	http://www.wikidata.org/entity/Q3297825
Граймс	0.156	художник	http://www.wikidata.org/entity/Q117970
Виктория Саксен-Кобург-Готская	0.135	художник	http://www.wikidata.org/entity/Q116728
Джон Леннон	-0.021	художник	http://www.wikidata.org/entity/Q1203
Джаред Лето	-0.106	художник	http://www.wikidata.org/entity/Q484523
Вильгельм II	-0.167	художник	http://www.wikidata.org/entity/Q2677
Курт Кобейн	-0.219	художник	http://www.wikidata.org/entity/Q8446
Александра Фёдоровна	-0.229	художник	http://www.wikidata.org/entity/Q152094
Мария Фёдоровна	-0.250	художник	http://www.wikidata.org/entity/Q153601
Пол Маккартни	-0.250	художник	http://www.wikidata.org/entity/Q2599
Фредди Меркьюри	-0.266	художник	http://www.wikidata.org/entity/Q15869
Виктор Робертович Цой	-0.292	художник	http://www.wikidata.org/entity/Q487125
Джордж Уокер Буш	-0.354	художник	http://www.wikidata.org/entity/Q207
тренер	0.396	человек, связанный со спортом	http://www.wikidata.org/entity/Q41583
